radius,mass,temperature,Discovery_Method,Discovery_Method_Index,features,rawPrediction,probability,prediction
1.193,1.32,1102,Transit,0.0,"[1.193,1.32,1102.0]","[9.826057441158248,0.14618540573630892,0.002188183807439825,0.0255689692980014]","[0.9826057441158248,0.014618540573630892,0.00021881838074398248,0.00255689692980014]",0.0
14.437,429.0705,1862,Transit,0.0,"[14.437,429.0705,1862.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
15.805,244.09344,1553,Transit,0.0,"[15.805,244.09344,1553.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
3.438,9.5,1102,Transit,0.0,"[3.438,9.5,1102.0]","[9.834024388754111,0.14289046634546615,0.011705104978235256,0.011380039922187342]","[0.9834024388754111,0.014289046634546615,0.0011705104978235255,0.001138003992218734]",0.0
4.741,116.00737,1089,Transit,0.0,"[4.741,116.00737,1089.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
11.747,66.10864,1257,Transit,0.0,"[11.747,66.10864,1257.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
2.18,7.32,734,Transit,0.0,"[2.18,7.32,734.0]","[8.551844473719793,1.4161780048018064,0.0025549468466705798,0.029422574631729558]","[0.8551844473719793,0.14161780048018063,0.00025549468466705796,0.002942257463172956]",0.0
12.801,1598.35906,1102,Transit,0.0,"[12.801,1598.35906,1102.0]","[9.865554674163507,0.12013064793297594,0.011904796526112196,0.0024098813774041227]","[0.9865554674163507,0.012013064793297595,0.0011904796526112196,0.00024098813774041226]",0.0
14.785,166.86075,1322,Transit,0.0,"[14.785,166.86075,1322.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
16.926,584.8072,1102,Transit,0.0,"[16.926,584.8072,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
14.594,589.55,1359,Transit,0.0,"[14.594,589.55,1359.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
13.809,410.0007,1741,Transit,0.0,"[13.809,410.0007,1741.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
11.579,2129.45033,251,Transit,0.0,"[11.579,2129.45033,251.0]","[9.100218051247309,0.8937396160737406,0.006042332678950426,0.0]","[0.9100218051247309,0.08937396160737407,0.0006042332678950427,0.0]",0.0
8.295,82.63539,690,Transit,0.0,"[8.295,82.63539,690.0]","[9.902431452745835,0.08092303407759067,0.014090566329903255,0.0025549468466705798]","[0.9902431452745836,0.008092303407759068,0.0014090566329903254,0.00025549468466705796]",0.0
7.9,44.0,563,Transit,0.0,"[7.9,44.0,563.0]","[9.863267366058528,0.12271869971226558,0.012774776856219045,0.0012391573729863693]","[0.986326736605853,0.01227186997122656,0.0012774776856219047,0.00012391573729863696]",0.0
0.85,2.71,1102,Transit,0.0,"[0.85,2.71,1102.0]","[9.826057441158248,0.14618540573630892,0.002188183807439825,0.0255689692980014]","[0.9826057441158248,0.014618540573630892,0.00021881838074398248,0.00255689692980014]",0.0
2.6,8.0,2008,Transit,0.0,"[2.6,8.0,2008.0]","[9.848192039285397,0.132264728447001,0.008163192345413533,0.011380039922187342]","[0.9848192039285397,0.0132264728447001,0.0008163192345413533,0.001138003992218734]",0.0
2.19,6.37,395,Transit,0.0,"[2.19,6.37,395.0]","[9.549314165402622,0.42381820681231924,0.0,0.026867627785058978]","[0.9549314165402623,0.042381820681231926,0.0,0.002686762778505898]",0.0
11.96,177.9848,1161,Transit,0.0,"[11.96,177.9848,1161.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
10.054,106.47305,852,Transit,0.0,"[10.054,106.47305,852.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
2.903,14.1,955,Transit,0.0,"[2.903,14.1,955.0]","[9.866844901574623,0.11006995352495334,0.011705104978235256,0.011380039922187342]","[0.9866844901574625,0.011006995352495337,0.0011705104978235257,0.0011380039922187343]",0.0
3.14,10.8,443,Transit,0.0,"[3.14,10.8,443.0]","[9.490222810929108,0.4972787960252598,0.008201131697111222,0.004297261348521537]","[0.9490222810929108,0.04972787960252598,0.0008201131697111221,0.0004297261348521537]",0.0
11.321,222.47988,750,Transit,0.0,"[11.321,222.47988,750.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
11.646,184.02357,1092,Transit,0.0,"[11.646,184.02357,1092.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
2.86,53.0,1102,Transit,0.0,"[2.86,53.0,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
13.608,165.27077,1499,Transit,0.0,"[13.608,165.27077,1499.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
2.52,15.0,533,Transit,0.0,"[2.52,15.0,533.0]","[9.690222810929107,0.2972787960252598,0.008201131697111222,0.004297261348521537]","[0.9690222810929108,0.02972787960252598,0.0008201131697111221,0.0004297261348521537]",0.0
14.572,1039.3041,1592,Transit,0.0,"[14.572,1039.3041,1592.0]","[9.90278801553478,0.079762510323459,0.01503959276435671,0.0024098813774041227]","[0.990278801553478,0.0079762510323459,0.001503959276435671,0.00024098813774041226]",0.0
3.49,20.4,752,Transit,0.0,"[3.49,20.4,752.0]","[9.874564703525815,0.10388825253177959,0.01483990121647977,0.006707142725925661]","[0.9874564703525814,0.010388825253177959,0.001483990121647977,0.0006707142725925661]",0.0
9.337,87.08498,295,Transit,0.0,"[9.337,87.08498,295.0]","[9.887451392618582,0.10337147846422369,0.00917712891719494,0.0]","[0.9887451392618581,0.01033714784642237,0.0009177128917194939,0.0]",0.0
8.281,24.7,890,Transit,0.0,"[8.281,24.7,890.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
15.558,148.42,1438,Transit,0.0,"[15.558,148.42,1438.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
12.218,721.4741,1102,Transit,0.0,"[12.218,721.4741,1102.0]","[9.868889710450034,0.11366081540820479,0.01503959276435671,0.0024098813774041227]","[0.9868889710450034,0.011366081540820479,0.001503959276435671,0.00024098813774041226]",0.0
3.41,10.0,880,Transit,0.0,"[3.41,10.0,880.0]","[9.770626425300351,0.2109613269954871,0.011705104978235256,0.006707142725925661]","[0.9770626425300352,0.021096132699548707,0.0011705104978235255,0.0006707142725925661]",0.0
2.995,2.8,540,Transit,0.0,"[2.995,2.8,540.0]","[9.757264539204368,0.236257295128793,0.0034200616913031287,0.0030581039755351682]","[0.9757264539204369,0.023625729512879307,0.00034200616913031295,0.00030581039755351685]",0.0
2.133,4.78,387,Transit,0.0,"[2.133,4.78,387.0]","[9.404933129406134,0.5920087666183312,0.0,0.0030581039755351682]","[0.9404933129406133,0.05920087666183312,0.0,0.0003058103975535168]",0.0
2.916,10.5,825,Transit,0.0,"[2.916,10.5,825.0]","[9.770626425300351,0.2109613269954871,0.011705104978235256,0.006707142725925661]","[0.9770626425300352,0.021096132699548707,0.0011705104978235255,0.0006707142725925661]",0.0
10.368,105.83686,1534,Transit,0.0,"[10.368,105.83686,1534.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
14.12,165.26,1600,Transit,0.0,"[14.12,165.26,1600.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
11.31,921.707,1102,Transit,0.0,"[11.31,921.707,1102.0]","[9.868889710450034,0.11366081540820479,0.01503959276435671,0.0024098813774041227]","[0.9868889710450034,0.011366081540820479,0.001503959276435671,0.00024098813774041226]",0.0
1.201,1.68,2223,Transit,0.0,"[1.201,1.68,2223.0]","[9.855760411455279,0.13628441563729907,0.002188183807439825,0.005766989099981594]","[0.9855760411455279,0.013628441563729906,0.00021881838074398248,0.0005766989099981595]",0.0
2.67,8.46,1102,Transit,0.0,"[2.67,8.46,1102.0]","[9.834024388754111,0.14289046634546615,0.011705104978235256,0.011380039922187342]","[0.9834024388754111,0.014289046634546615,0.0011705104978235255,0.001138003992218734]",0.0
7.656,135.39558,1400,Transit,0.0,"[7.656,135.39558,1400.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
14.83,298.12454,1561,Transit,0.0,"[14.83,298.12454,1561.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
2.894,11.1,828,Transit,0.0,"[2.894,11.1,828.0]","[9.770626425300351,0.2109613269954871,0.011705104978235256,0.006707142725925661]","[0.9770626425300352,0.021096132699548707,0.0011705104978235255,0.0006707142725925661]",0.0
3.72,5.9,1102,Transit,0.0,"[3.72,5.9,1102.0]","[9.848192039285397,0.132264728447001,0.008163192345413533,0.011380039922187342]","[0.9848192039285397,0.0132264728447001,0.0008163192345413533,0.001138003992218734]",0.0
9.079,54.03083,1102,Transit,0.0,"[9.079,54.03083,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
11.31,259.98494,1218,Transit,0.0,"[11.31,259.98494,1218.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
1.75,8.0,1103,Transit,0.0,"[1.75,8.0,1103.0]","[9.750149921878757,0.19274698248477015,0.0034273411804261944,0.05367575445604674]","[0.9750149921878757,0.019274698248477017,0.00034273411804261944,0.005367575445604674]",0.0
11.097,613.4119,347,Transit,0.0,"[11.097,613.4119,347.0]","[9.887451392618582,0.10337147846422369,0.00917712891719494,0.0]","[0.9887451392618581,0.01033714784642237,0.0009177128917194939,0.0]",0.0
1.32,7.34,1102,Transit,0.0,"[1.32,7.34,1102.0]","[9.715208813088978,0.23074619525008336,0.0034273411804261944,0.050617650480511575]","[0.971520881308898,0.02307461952500834,0.0003427341180426195,0.005061765048051159]",0.0
4.243,38.5,748,Transit,0.0,"[4.243,38.5,748.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
9.236,96.30201,1388,Transit,0.0,"[9.236,96.30201,1388.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
8.097,39.85588,739,Transit,0.0,"[8.097,39.85588,739.0]","[9.902431452745835,0.08092303407759067,0.014090566329903255,0.0025549468466705798]","[0.9902431452745836,0.008092303407759068,0.0014090566329903254,0.00025549468466705796]",0.0
14.617,212.31044,1460,Transit,0.0,"[14.617,212.31044,1460.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
11.5,4049.13391,517,Transit,0.0,"[11.5,4049.13391,517.0]","[9.054527293332374,0.9370718834226374,0.008400823244988162,0.0]","[0.9054527293332374,0.09370718834226374,0.0008400823244988162,0.0]",0.0
2.82,13.2,598,Transit,0.0,"[2.82,13.2,598.0]","[9.53728163445852,0.45021997249584805,0.008201131697111222,0.004297261348521537]","[0.953728163445852,0.045021997249584805,0.0008201131697111221,0.0004297261348521537]",0.0
11.287,3302.11,1500,Transit,0.0,"[11.287,3302.11,1500.0]","[9.831656369078761,0.15402895301772168,0.011904796526112196,0.0024098813774041227]","[0.9831656369078761,0.015402895301772168,0.0011904796526112196,0.00024098813774041226]",0.0
3.94,10.18,752,Transit,0.0,"[3.94,10.18,752.0]","[9.770626425300351,0.2109613269954871,0.011705104978235256,0.006707142725925661]","[0.9770626425300352,0.021096132699548707,0.0011705104978235255,0.0006707142725925661]",0.0
2.524,10.7,651,Transit,0.0,"[2.524,10.7,651.0]","[9.693489461718979,0.2913805662880208,0.009516921170795431,0.0056130508222057484]","[0.9693489461718977,0.029138056628802072,0.000951692117079543,0.0005613050822205748]",0.0
1.582,2.68,372,Transit,0.0,"[1.582,2.68,372.0]","[9.712453599842641,0.2875464001573593,0.0,0.0]","[0.9712453599842641,0.02875464001573593,0.0,0.0]",0.0
2.39,8.04,359,Transit,0.0,"[2.39,8.04,359.0]","[8.999407821353781,0.9964725035454194,0.0010615711252653928,0.0030581039755351682]","[0.899940782135378,0.09964725035454192,0.00010615711252653925,0.00030581039755351675]",0.0
13.978,638.8351,2097,Transit,0.0,"[13.978,638.8351,2097.0]","[9.903113204810696,0.07695900630156961,0.01627875013734308,0.003649038750390492]","[0.9903113204810697,0.0076959006301569625,0.0016278750137343082,0.0003649038750390493]",0.0
13.159,533.95172,1544,Transit,0.0,"[13.159,533.95172,1544.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
8.73,14.7,1102,Transit,0.0,"[8.73,14.7,1102.0]","[9.866844901574623,0.11006995352495334,0.011705104978235256,0.011380039922187342]","[0.9866844901574625,0.011006995352495337,0.0011705104978235257,0.0011380039922187343]",0.0
12.319,1233.17422,1198,Transit,0.0,"[12.319,1233.17422,1198.0]","[9.831656369078761,0.15402895301772168,0.011904796526112196,0.0024098813774041227]","[0.9831656369078761,0.015402895301772168,0.0011904796526112196,0.00024098813774041226]",0.0
1.21,10.36,686,Transit,0.0,"[1.21,10.36,686.0]","[9.484262413957305,0.48590783485437805,0.004781070005808093,0.025048681182510177]","[0.9484262413957303,0.0485907834854378,0.0004781070005808092,0.0025048681182510174]",0.0
10.682,870.8542,858,Transit,0.0,"[10.682,870.8542,858.0]","[9.868889710450034,0.11366081540820479,0.01503959276435671,0.0024098813774041227]","[0.9868889710450034,0.011366081540820479,0.001503959276435671,0.00024098813774041226]",0.0
11.568,464.02947,895,Transit,0.0,"[11.568,464.02947,895.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
1.857,2.06,1102,Transit,0.0,"[1.857,2.06,1102.0]","[9.860998549948027,0.10818619297099571,0.002188183807439825,0.028627073273536568]","[0.9860998549948027,0.010818619297099572,0.00021881838074398248,0.0028627073273536567]",0.0
2.37,5.4,916,Transit,0.0,"[2.37,5.4,916.0]","[9.527651218688781,0.45747844623987904,0.008163192345413533,0.006707142725925661]","[0.9527651218688782,0.045747844623987906,0.0008163192345413533,0.0006707142725925661]",0.0
2.73,14.3,490,Transit,0.0,"[2.73,14.3,490.0]","[9.687145887852184,0.30035571910218284,0.008201131697111222,0.004297261348521537]","[0.9687145887852184,0.030035571910218283,0.0008201131697111221,0.0004297261348521537]",0.0
1.71,10.5,1486,Transit,0.0,"[1.71,10.5,1486.0]","[9.73598227134747,0.2033727203832353,0.006969253813247919,0.05367575445604674]","[0.9735982271347471,0.020337272038323532,0.0006969253813247919,0.005367575445604674]",0.0
11.23,157.18,1102,Transit,0.0,"[11.23,157.18,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
11.467,203.09235,1101,Transit,0.0,"[11.467,203.09235,1101.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
13.563,311.4734,1102,Transit,0.0,"[13.563,311.4734,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
